Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
4.162198000,0,0,1,1,1,1,1,1
4.162199375,1,0,1,1,1,1,1,1
4.162200875,0,0,1,1,1,1,1,1
4.162202250,1,0,1,1,1,1,1,1
4.162203625,0,0,1,1,1,1,1,1
4.162205125,1,0,1,1,1,1,1,1
4.162206500,0,0,1,1,1,1,1,1
4.162207875,1,0,1,1,1,1,1,1
4.162209375,0,0,1,1,1,1,1,1
4.162210750,1,0,1,1,1,1,1,1
4.162212125,0,0,1,1,1,1,1,1
4.162213625,1,0,1,1,1,1,1,1
4.162215000,0,0,1,1,1,1,1,1
4.162215750,0,1,1,1,1,1,1,1
4.162216375,1,1,1,1,1,1,1,1
4.162217875,0,1,1,1,1,1,1,1
4.162218625,0,0,1,1,1,1,1,1
4.162219375,1,0,1,1,1,1,1,1
4.162220750,0,0,1,1,1,1,1,1
4.162222125,1,0,1,1,1,1,1,1
4.162223625,0,0,1,1,1,1,1,1
4.162225000,1,0,1,1,1,1,1,1
4.162226375,0,0,1,1,1,1,1,1
4.162227875,1,0,1,1,1,1,1,1
4.162229250,0,0,1,1,1,1,1,1
4.162230625,1,0,1,1,1,1,1,1
4.162232125,0,0,1,1,1,1,1,1
4.162233500,1,0,1,1,1,1,1,1
4.162234875,0,0,1,1,1,1,1,1
4.162236375,1,0,1,1,1,1,1,1
4.162237750,0,0,1,1,1,1,1,1
4.162239125,1,0,1,1,1,1,1,1
4.162240625,0,0,1,1,1,1,1,1
4.162241250,0,1,1,1,1,1,1,1
4.162242000,1,1,1,1,1,1,1,1
4.162243375,0,1,1,1,1,1,1,1
4.162244250,0,0,1,1,1,1,1,1
4.162244875,1,0,1,1,1,1,1,1
4.162246375,0,0,1,1,1,1,1,1
4.162247750,1,0,1,1,1,1,1,1
4.162249125,0,0,1,1,1,1,1,1
4.162250625,1,0,1,1,1,1,1,1
4.162252000,0,0,1,1,1,1,1,1
4.162253375,1,0,1,1,1,1,1,1
4.162254875,0,0,1,1,1,1,1,1
4.162256250,1,0,1,1,1,1,1,1
4.162257625,0,0,1,1,1,1,1,1
4.162259125,1,0,1,1,1,1,1,1
4.162260500,0,0,1,1,1,1,1,1
4.162261875,1,0,1,1,1,1,1,1
4.162263375,0,0,1,1,1,1,1,1
4.162264750,1,0,1,1,1,1,1,1
4.162266125,0,0,1,1,1,1,1,1
4.162266875,0,1,1,1,1,1,1,1
4.162267625,1,1,1,1,1,1,1,1
4.162269000,0,1,1,1,1,1,1,1
4.162269750,0,0,1,1,1,1,1,1
4.162270500,1,0,1,1,1,1,1,1
4.162271250,1,1,1,1,1,1,1,1
4.162273375,1,0,1,1,1,1,1,1
4.162274125,0,0,1,1,1,1,1,1
4.162275625,1,0,1,1,1,1,1,1
4.162277000,0,0,1,1,1,1,1,1
4.162278500,1,0,1,1,1,1,1,1
4.162279875,0,0,1,1,1,1,1,1
4.162281250,1,0,1,1,1,1,1,1
4.162282750,0,0,1,1,1,1,1,1
4.162283375,0,1,1,1,1,1,1,1
4.162284125,1,1,1,1,1,1,1,1
4.162285500,0,1,1,1,1,1,1,1
4.162286250,0,0,1,1,1,1,1,1
4.162287000,1,0,1,1,1,1,1,1
4.162288375,0,0,1,1,1,1,1,1
4.162289125,0,1,1,1,1,1,1,1
4.162289750,1,1,1,1,1,1,1,1
4.162291250,0,1,1,1,1,1,1,1
4.162291875,0,0,1,1,1,1,1,1
4.162292625,1,0,1,1,1,1,1,1
4.162294125,0,0,1,1,1,1,1,1
4.162295500,1,0,1,1,1,1,1,1
4.162296875,0,0,1,1,1,1,1,1
4.162297625,0,1,1,1,1,1,1,1
4.162298375,1,1,1,1,1,1,1,1
4.162299750,0,1,1,1,1,1,1,1
4.162300500,0,0,1,1,1,1,1,1
4.162301250,1,0,1,1,1,1,1,1
4.162302625,0,0,1,1,1,1,1,1
4.162304125,1,0,1,1,1,1,1,1
4.162305500,0,0,1,1,1,1,1,1
4.162306875,1,0,1,1,1,1,1,1
4.162308375,0,0,1,1,1,1,1,1
4.162309750,1,0,1,1,1,1,1,1
4.162311125,0,0,1,1,1,1,1,1
4.162312625,1,0,1,1,1,1,1,1
4.162314000,0,0,1,1,1,1,1,1
4.162315375,1,0,1,1,1,1,1,1
4.162316875,0,0,1,1,1,1,1,1
4.162318250,1,0,1,1,1,1,1,1
4.162319625,0,0,1,1,1,1,1,1
4.162321125,1,0,1,1,1,1,1,1
4.162322500,0,0,1,1,1,1,1,1
4.162323250,0,1,1,1,1,1,1,1
4.162323875,1,1,1,1,1,1,1,1
4.162325375,0,1,1,1,1,1,1,1
4.162326125,0,0,1,1,1,1,1,1
4.162326875,1,0,1,1,1,1,1,1
4.162328250,0,0,1,1,1,1,1,1
4.162329625,1,0,1,1,1,1,1,1
4.162331125,0,0,1,1,1,1,1,1
4.162331750,0,1,1,1,1,1,1,1
4.162332500,1,1,1,1,1,1,1,1
4.162333875,0,1,1,1,1,1,1,1
4.162335375,1,1,1,1,1,1,1,1
4.162336750,0,1,1,1,1,1,1,1
4.162337500,0,0,1,1,1,1,1,1
4.162338125,1,0,1,1,1,1,1,1
4.162339625,0,0,1,1,1,1,1,1
4.162341000,1,0,1,1,1,1,1,1
4.162342375,0,0,1,1,1,1,1,1
4.162343875,1,0,1,1,1,1,1,1
4.162345250,0,0,1,1,1,1,1,1
4.162346625,1,0,1,1,1,1,1,1
4.162348125,0,0,1,1,1,1,1,1
4.162348750,0,1,1,1,1,1,1,1
4.162349500,1,1,1,1,1,1,1,1
4.162350875,0,1,1,1,1,1,1,1
4.162351750,0,0,1,1,1,1,1,1
4.162352375,1,0,1,1,1,1,1,1
4.162353875,0,0,1,1,1,1,1,1
4.162354500,0,1,1,1,1,1,1,1
4.162355250,1,1,1,1,1,1,1,1
4.162356625,0,1,1,1,1,1,1,1
4.162357375,0,0,1,1,1,1,1,1
4.162358125,1,0,1,1,1,1,1,1
4.162359500,0,0,1,1,1,1,1,1
4.162360875,1,0,1,1,1,1,1,1
4.162362375,0,0,1,1,1,1,1,1
4.162363750,1,0,1,1,1,1,1,1
4.162365125,0,0,1,1,1,1,1,1
4.162366625,1,0,1,1,1,1,1,1
4.162368000,0,0,1,1,1,1,1,1
4.162368750,0,1,1,1,1,1,1,1
4.162369375,1,1,1,1,1,1,1,1
4.162370875,0,1,1,1,1,1,1,1
4.162371500,0,0,1,1,1,1,1,1
4.162372250,1,0,1,1,1,1,1,1
4.162373625,0,0,1,1,1,1,1,1
4.162374375,0,1,1,1,1,1,1,1
4.162375125,1,1,1,1,1,1,1,1
4.162376500,0,1,1,1,1,1,1,1
4.162377250,0,0,1,1,1,1,1,1
4.162378000,1,0,1,1,1,1,1,1
4.162379375,0,0,1,1,1,1,1,1
4.162380125,0,1,1,1,1,1,1,1
4.162380875,1,1,1,1,1,1,1,1
4.162382250,0,1,1,1,1,1,1,1
4.162383625,1,1,1,1,1,1,1,1
4.162385125,0,1,1,1,1,1,1,1
4.162385750,0,0,1,1,1,1,1,1
4.162386500,1,0,1,1,1,1,1,1
4.162387875,0,0,1,1,1,1,1,1
4.162389375,1,0,1,1,1,1,1,1
4.162390750,0,0,1,1,1,1,1,1
4.162392125,1,0,1,1,1,1,1,1
4.162393625,0,0,1,1,1,1,1,1
4.162395000,1,0,1,1,1,1,1,1
4.162396375,0,0,1,1,1,1,1,1
4.162397875,1,0,1,1,1,1,1,1
4.162399250,0,0,1,1,1,1,1,1
4.162400000,0,1,1,1,1,1,1,1
4.162400625,1,1,1,1,1,1,1,1
4.162402125,0,1,1,1,1,1,1,1
4.162402875,0,0,1,1,1,1,1,1
4.162403625,1,0,1,1,1,1,1,1
4.162404250,1,1,1,1,1,1,1,1
4.162406500,1,0,1,1,1,1,1,1
4.162407250,0,0,1,1,1,1,1,1
4.162408750,1,0,1,1,1,1,1,1
4.162410125,0,0,1,1,1,1,1,1
4.162411500,1,0,1,1,1,1,1,1
4.162413000,0,0,1,1,1,1,1,1
4.162414375,1,0,1,1,1,1,1,1
4.162415875,0,0,1,1,1,1,1,1
4.162416500,0,1,1,1,1,1,1,1
4.162417250,1,1,1,1,1,1,1,1
4.162418625,0,1,1,1,1,1,1,1
4.162419375,0,0,1,1,1,1,1,1
4.162420125,1,0,1,1,1,1,1,1
4.162421500,0,0,1,1,1,1,1,1
4.162422250,0,1,1,1,1,1,1,1
4.162422875,1,1,1,1,1,1,1,1
4.162424375,0,1,1,1,1,1,1,1
4.162425000,0,0,1,1,1,1,1,1
4.162425750,1,0,1,1,1,1,1,1
4.162427125,0,0,1,1,1,1,1,1
4.162428625,1,0,1,1,1,1,1,1
4.162430000,0,0,1,1,1,1,1,1
4.162430750,0,1,1,1,1,1,1,1
4.162431375,1,1,1,1,1,1,1,1
4.162432875,0,1,1,1,1,1,1,1
4.162433625,0,0,1,1,1,1,1,1
4.162434375,1,0,1,1,1,1,1,1
4.162435750,0,0,1,1,1,1,1,1
4.162437125,1,0,1,1,1,1,1,1
4.162438625,0,0,1,1,1,1,1,1
4.162440000,1,0,1,1,1,1,1,1
4.162441375,0,0,1,1,1,1,1,1
4.162442875,1,0,1,1,1,1,1,1
4.162444250,0,0,1,1,1,1,1,1
4.162445625,1,0,1,1,1,1,1,1
4.162447125,0,0,1,1,1,1,1,1
4.162448500,1,0,1,1,1,1,1,1
4.162449875,0,0,1,1,1,1,1,1
4.162451375,1,0,1,1,1,1,1,1
4.162452750,0,0,1,1,1,1,1,1
4.162454125,1,0,1,1,1,1,1,1
4.162455625,0,0,1,1,1,1,1,1
4.162456250,0,1,1,1,1,1,1,1
4.162457000,1,1,1,1,1,1,1,1
4.162458375,0,1,1,1,1,1,1,1
4.162459250,0,0,1,1,1,1,1,1
4.162459875,1,0,1,1,1,1,1,1
4.162461375,0,0,1,1,1,1,1,1
4.162462750,1,0,1,1,1,1,1,1
4.162464125,0,0,1,1,1,1,1,1
4.162464875,0,1,1,1,1,1,1,1
4.162465625,1,1,1,1,1,1,1,1
4.162467000,0,1,1,1,1,1,1,1
4.162467750,0,0,1,1,1,1,1,1
4.162468375,1,0,1,1,1,1,1,1
4.162469875,0,0,1,1,1,1,1,1
4.162471250,1,0,1,1,1,1,1,1
4.162472625,0,0,1,1,1,1,1,1
4.162473375,0,1,1,1,1,1,1,1
4.162474125,1,1,1,1,1,1,1,1
4.162475500,0,1,1,1,1,1,1,1
4.162476250,0,0,1,1,1,1,1,1
4.162476875,1,0,1,1,1,1,1,1
4.162478375,0,0,1,1,1,1,1,1
4.162479750,1,0,1,1,1,1,1,1
4.162481125,0,0,1,1,1,1,1,1
4.162481875,0,1,1,1,1,1,1,1
4.162482625,1,1,1,1,1,1,1,1
4.162484000,0,1,1,1,1,1,1,1
4.162484750,0,0,1,1,1,1,1,1
4.162485500,1,0,1,1,1,1,1,1
4.162486875,0,0,1,1,1,1,1,1
4.162488375,1,0,1,1,1,1,1,1
4.162489750,0,0,1,1,1,1,1,1
4.162491125,1,0,1,1,1,1,1,1
4.162492625,0,0,1,1,1,1,1,1
4.162494000,1,0,1,1,1,1,1,1
4.162495375,0,0,1,1,1,1,1,1
4.162496875,1,0,1,1,1,1,1,1
4.162498250,0,0,1,1,1,1,1,1
4.162499625,1,0,1,1,1,1,1,1
4.162501125,0,0,1,1,1,1,1,1
4.162502500,1,0,1,1,1,1,1,1
4.162503875,0,0,1,1,1,1,1,1
4.162505375,1,0,1,1,1,1,1,1
4.162506750,0,0,1,1,1,1,1,1
4.162507500,0,1,1,1,1,1,1,1
4.162508125,1,1,1,1,1,1,1,1
4.162509625,0,1,1,1,1,1,1,1
4.162510375,0,0,1,1,1,1,1,1
4.162511125,1,0,1,1,1,1,1,1
4.162512500,0,0,1,1,1,1,1,1
4.162513250,0,1,1,1,1,1,1,1
4.162513875,1,1,1,1,1,1,1,1
4.162515375,0,1,1,1,1,1,1,1
4.162516750,1,1,1,1,1,1,1,1
4.162518125,0,1,1,1,1,1,1,1
4.162518875,0,0,1,1,1,1,1,1
4.162519625,1,0,1,1,1,1,1,1
4.162521000,0,0,1,1,1,1,1,1
4.162521750,0,1,1,1,1,1,1,1
4.162522375,1,1,1,1,1,1,1,1
4.162523875,0,1,1,1,1,1,1,1
4.162525250,1,1,1,1,1,1,1,1
4.162526625,0,1,1,1,1,1,1,1
4.162527375,0,0,1,1,1,1,1,1
4.162528125,1,0,1,1,1,1,1,1
4.162529500,0,0,1,1,1,1,1,1
4.162530875,1,0,1,1,1,1,1,1
4.162532375,0,0,1,1,1,1,1,1
4.162533000,0,1,1,1,1,1,1,1
4.162533750,1,1,1,1,1,1,1,1
4.162535250,0,1,1,1,1,1,1,1
4.162536000,0,0,1,1,1,1,1,1
4.162536750,1,0,1,1,1,1,1,1
4.162537375,1,1,1,1,1,1,1,1
4.162539625,1,0,1,1,1,1,1,1
4.162540375,0,0,1,1,1,1,1,1
4.162541875,1,0,1,1,1,1,1,1
4.162543250,0,0,1,1,1,1,1,1
4.162544625,1,0,1,1,1,1,1,1
4.162546125,0,0,1,1,1,1,1,1
4.162547500,1,0,1,1,1,1,1,1
4.162548875,0,0,1,1,1,1,1,1
4.162549625,0,1,1,1,1,1,1,1
4.162550375,1,1,1,1,1,1,1,1
4.162551750,0,1,1,1,1,1,1,1
4.162552500,0,0,1,1,1,1,1,1
4.162553125,1,0,1,1,1,1,1,1
4.162554625,0,0,1,1,1,1,1,1
4.162555250,0,1,1,1,1,1,1,1
4.162556000,1,1,1,1,1,1,1,1
4.162557375,0,1,1,1,1,1,1,1
4.162558125,0,0,1,1,1,1,1,1
4.162558875,1,0,1,1,1,1,1,1
4.162560250,0,0,1,1,1,1,1,1
4.162561625,1,0,1,1,1,1,1,1
4.162563125,0,0,1,1,1,1,1,1
4.162563750,0,1,1,1,1,1,1,1
4.162564500,1,1,1,1,1,1,1,1
4.162565875,0,1,1,1,1,1,1,1
4.162566750,0,0,1,1,1,1,1,1
4.162567375,1,0,1,1,1,1,1,1
4.162568875,0,0,1,1,1,1,1,1
4.162570250,1,0,1,1,1,1,1,1
4.162571625,0,0,1,1,1,1,1,1
4.162573125,1,0,1,1,1,1,1,1
4.162574500,0,0,1,1,1,1,1,1
4.162575875,1,0,1,1,1,1,1,1
4.162577375,0,0,1,1,1,1,1,1
4.162578750,1,0,1,1,1,1,1,1
4.162580125,0,0,1,1,1,1,1,1
4.162581625,1,0,1,1,1,1,1,1
4.162583000,0,0,1,1,1,1,1,1
4.162584375,1,0,1,1,1,1,1,1
4.162585875,0,0,1,1,1,1,1,1
4.162587250,1,0,1,1,1,1,1,1
4.162588625,0,0,1,1,1,1,1,1
4.162589375,0,1,1,1,1,1,1,1
4.162590125,1,1,1,1,1,1,1,1
4.162591500,0,1,1,1,1,1,1,1
4.162592250,0,0,1,1,1,1,1,1
4.162593000,1,0,1,1,1,1,1,1
4.162594375,0,0,1,1,1,1,1,1
4.162595875,1,0,1,1,1,1,1,1
4.162597250,0,0,1,1,1,1,1,1
4.162598000,0,1,1,1,1,1,1,1
4.162598625,1,1,1,1,1,1,1,1
4.162600125,0,1,1,1,1,1,1,1
4.162600750,0,0,1,1,1,1,1,1
4.162601500,1,0,1,1,1,1,1,1
4.162602875,0,0,1,1,1,1,1,1
4.162603625,0,1,1,1,1,1,1,1
4.162604375,1,1,1,1,1,1,1,1
4.162605750,0,1,1,1,1,1,1,1
4.162606500,0,0,1,1,1,1,1,1
4.162607125,1,0,1,1,1,1,1,1
4.162608625,0,0,1,1,1,1,1,1
4.162610000,1,0,1,1,1,1,1,1
4.162611375,0,0,1,1,1,1,1,1
4.162612875,1,0,1,1,1,1,1,1
4.162614250,0,0,1,1,1,1,1,1
4.162615000,0,1,1,1,1,1,1,1
4.162615625,1,1,1,1,1,1,1,1
4.162617125,0,1,1,1,1,1,1,1
4.162617875,0,0,1,1,1,1,1,1
4.162618625,1,0,1,1,1,1,1,1
4.162620000,0,0,1,1,1,1,1,1
4.162621375,1,0,1,1,1,1,1,1
4.162622875,0,0,1,1,1,1,1,1
4.162624250,1,0,1,1,1,1,1,1
4.162625625,0,0,1,1,1,1,1,1
4.162626375,0,1,1,1,1,1,1,1
4.162627125,1,1,1,1,1,1,1,1
4.162628500,0,1,1,1,1,1,1,1
4.162629875,1,1,1,1,1,1,1,1
4.162631375,0,1,1,1,1,1,1,1
4.162632750,1,1,1,1,1,1,1,1
4.162634125,0,1,1,1,1,1,1,1
4.162635625,1,1,1,1,1,1,1,1
4.162637000,0,1,1,1,1,1,1,1
4.162638375,1,1,1,1,1,1,1,1
4.162639875,0,1,1,1,1,1,1,1
4.162641250,1,1,1,1,1,1,1,1
4.162642625,0,1,1,1,1,1,1,1
4.162643500,0,0,1,1,1,1,1,1
4.162644125,1,0,1,1,1,1,1,1
4.162645625,0,0,1,1,1,1,1,1
4.162647000,1,0,1,1,1,1,1,1
4.162648375,0,0,1,1,1,1,1,1
4.162649875,1,0,1,1,1,1,1,1
4.162651250,0,0,1,1,1,1,1,1
4.162652625,1,0,1,1,1,1,1,1
4.162654125,0,0,1,1,1,1,1,1
4.162654750,0,1,1,1,1,1,1,1
4.162655500,1,1,1,1,1,1,1,1
4.162657000,0,1,1,1,1,1,1,1
4.162658375,1,1,1,1,1,1,1,1
4.162659750,0,1,1,1,1,1,1,1
4.162661250,1,1,1,1,1,1,1,1
4.162662625,0,1,1,1,1,1,1,1
4.162663375,0,0,1,1,1,1,1,1
4.162664000,1,0,1,1,1,1,1,1
4.162665500,0,0,1,1,1,1,1,1
4.162666125,0,1,1,1,1,1,1,1
4.162666875,1,1,1,1,1,1,1,1
4.162668250,0,1,1,1,1,1,1,1
4.162669125,0,0,1,1,1,1,1,1
4.162669750,1,0,1,1,1,1,1,1
4.162670500,1,1,1,1,1,1,1,1
4.162672750,1,0,1,1,1,1,1,1
4.162673375,0,0,1,1,1,1,1,1
4.162674875,1,0,1,1,1,1,1,1
4.162676375,0,0,1,1,1,1,1,1
4.162677750,1,0,1,1,1,1,1,1
4.162679125,0,0,1,1,1,1,1,1
4.162680625,1,0,1,1,1,1,1,1
4.162682000,0,0,1,1,1,1,1,1
4.162682750,0,1,1,1,1,1,1,1
4.162683375,1,1,1,1,1,1,1,1
4.162684875,0,1,1,1,1,1,1,1
4.162685500,0,0,1,1,1,1,1,1
4.162686250,1,0,1,1,1,1,1,1
4.162687625,0,0,1,1,1,1,1,1
4.162688375,0,1,1,1,1,1,1,1
4.162689125,1,1,1,1,1,1,1,1
4.162690500,0,1,1,1,1,1,1,1
4.162691250,0,0,1,1,1,1,1,1
4.162691875,1,0,1,1,1,1,1,1
4.162693375,0,0,1,1,1,1,1,1
4.162694750,1,0,1,1,1,1,1,1
4.162696125,0,0,1,1,1,1,1,1
4.162696875,0,1,1,1,1,1,1,1
4.162697625,1,1,1,1,1,1,1,1
4.162699000,0,1,1,1,1,1,1,1
4.162699750,0,0,1,1,1,1,1,1
4.162700500,1,0,1,1,1,1,1,1
4.162701875,0,0,1,1,1,1,1,1
4.162703375,1,0,1,1,1,1,1,1
4.162704750,0,0,1,1,1,1,1,1
4.162706125,1,0,1,1,1,1,1,1
4.162707625,0,0,1,1,1,1,1,1
4.162709000,1,0,1,1,1,1,1,1
4.162710375,0,0,1,1,1,1,1,1
4.162711875,1,0,1,1,1,1,1,1
4.162713250,0,0,1,1,1,1,1,1
4.162714625,1,0,1,1,1,1,1,1
4.162716125,0,0,1,1,1,1,1,1
4.162717500,1,0,1,1,1,1,1,1
4.162718875,0,0,1,1,1,1,1,1
4.162720375,1,0,1,1,1,1,1,1
4.162721750,0,0,1,1,1,1,1,1
4.162722500,0,1,1,1,1,1,1,1
4.162723125,1,1,1,1,1,1,1,1
4.162724625,0,1,1,1,1,1,1,1
4.162725375,0,0,1,1,1,1,1,1
4.162726125,1,0,1,1,1,1,1,1
4.162727500,0,0,1,1,1,1,1,1
4.162728875,1,0,1,1,1,1,1,1
4.162730375,0,0,1,1,1,1,1,1
4.162731000,0,1,1,1,1,1,1,1
4.162731750,1,1,1,1,1,1,1,1
4.162733125,0,1,1,1,1,1,1,1
4.162733875,0,0,1,1,1,1,1,1
4.162734625,1,0,1,1,1,1,1,1
4.162736000,0,0,1,1,1,1,1,1
4.162736750,0,1,1,1,1,1,1,1
4.162737375,1,1,1,1,1,1,1,1
4.162738875,0,1,1,1,1,1,1,1
4.162740250,1,1,1,1,1,1,1,1
4.162741625,0,1,1,1,1,1,1,1
4.162742375,0,0,1,1,1,1,1,1
4.162743125,1,0,1,1,1,1,1,1
4.162744500,0,0,1,1,1,1,1,1
4.162745875,1,0,1,1,1,1,1,1
4.162747375,0,0,1,1,1,1,1,1
4.162748000,0,1,1,1,1,1,1,1
4.162748750,1,1,1,1,1,1,1,1
4.162750125,0,1,1,1,1,1,1,1
4.162751000,0,0,1,1,1,1,1,1
4.162751625,1,0,1,1,1,1,1,1
4.162753125,0,0,1,1,1,1,1,1
4.162754500,1,0,1,1,1,1,1,1
4.162755875,0,0,1,1,1,1,1,1
4.162757375,1,0,1,1,1,1,1,1
4.162758750,0,0,1,1,1,1,1,1
4.162760125,1,0,1,1,1,1,1,1
4.162761625,0,0,1,1,1,1,1,1
4.162763000,1,0,1,1,1,1,1,1
4.162764375,0,0,1,1,1,1,1,1
4.162765875,1,0,1,1,1,1,1,1
4.162767250,0,0,1,1,1,1,1,1
4.162768000,0,1,1,1,1,1,1,1
4.162768625,1,1,1,1,1,1,1,1
4.162770125,0,1,1,1,1,1,1,1
4.162771500,1,1,1,1,1,1,1,1
4.162772875,0,1,1,1,1,1,1,1
4.162774375,1,1,1,1,1,1,1,1
4.162775750,0,1,1,1,1,1,1,1
4.162776500,0,0,1,1,1,1,1,1
4.162777250,1,0,1,1,1,1,1,1
4.162778625,0,0,1,1,1,1,1,1
4.162780125,1,0,1,1,1,1,1,1
4.162781500,0,0,1,1,1,1,1,1
4.162782250,0,1,1,1,1,1,1,1
4.162783000,1,1,1,1,1,1,1,1
4.162784375,0,1,1,1,1,1,1,1
4.162785125,0,0,1,1,1,1,1,1
4.162785750,1,0,1,1,1,1,1,1
4.162787250,0,0,1,1,1,1,1,1
4.162788625,1,0,1,1,1,1,1,1
4.162790000,0,0,1,1,1,1,1,1
4.162791500,1,0,1,1,1,1,1,1
4.162792875,0,0,1,1,1,1,1,1
4.162793625,0,1,1,1,1,1,1,1
4.162794250,1,1,1,1,1,1,1,1
4.162795750,0,1,1,1,1,1,1,1
4.162796375,0,0,1,1,1,1,1,1
4.162797125,1,0,1,1,1,1,1,1
4.162798500,0,0,1,1,1,1,1,1
4.162799250,0,1,1,1,1,1,1,1
4.162800000,1,1,1,1,1,1,1,1
4.162801375,0,1,1,1,1,1,1,1
4.162802125,0,0,1,1,1,1,1,1
4.162802875,1,0,1,1,1,1,1,1
4.162803625,1,1,1,1,1,1,1,1
4.162805750,1,0,1,1,1,1,1,1
4.162806500,0,0,1,1,1,1,1,1
4.162808000,1,0,1,1,1,1,1,1
4.162809375,0,0,1,1,1,1,1,1
4.162810875,1,0,1,1,1,1,1,1
4.162812250,0,0,1,1,1,1,1,1
4.162813625,1,0,1,1,1,1,1,1
4.162815125,0,0,1,1,1,1,1,1
4.162815750,0,1,1,1,1,1,1,1
4.162816500,1,1,1,1,1,1,1,1
4.162817875,0,1,1,1,1,1,1,1
4.162818625,0,0,1,1,1,1,1,1
4.162819375,1,0,1,1,1,1,1,1
4.162820750,0,0,1,1,1,1,1,1
4.162821500,0,1,1,1,1,1,1,1
4.162822125,1,1,1,1,1,1,1,1
4.162823625,0,1,1,1,1,1,1,1
4.162824250,0,0,1,1,1,1,1,1
4.162825000,1,0,1,1,1,1,1,1
4.162826375,0,0,1,1,1,1,1,1
4.162827875,1,0,1,1,1,1,1,1
4.162829250,0,0,1,1,1,1,1,1
4.162830000,0,1,1,1,1,1,1,1
4.162830625,1,1,1,1,1,1,1,1
4.162832125,0,1,1,1,1,1,1,1
4.162832875,0,0,1,1,1,1,1,1
4.162833625,1,0,1,1,1,1,1,1
4.162835000,0,0,1,1,1,1,1,1
4.162836375,1,0,1,1,1,1,1,1
4.162837875,0,0,1,1,1,1,1,1
4.162839250,1,0,1,1,1,1,1,1
4.162840625,0,0,1,1,1,1,1,1
4.162842125,1,0,1,1,1,1,1,1
4.162843500,0,0,1,1,1,1,1,1
4.162844875,1,0,1,1,1,1,1,1
4.162846375,0,0,1,1,1,1,1,1
4.162847750,1,0,1,1,1,1,1,1
4.162849125,0,0,1,1,1,1,1,1
4.162850625,1,0,1,1,1,1,1,1
4.162852000,0,0,1,1,1,1,1,1
4.162853375,1,0,1,1,1,1,1,1
4.162854875,0,0,1,1,1,1,1,1
4.162855500,0,1,1,1,1,1,1,1
4.162856250,1,1,1,1,1,1,1,1
4.162857625,0,1,1,1,1,1,1,1
4.162858500,0,0,1,1,1,1,1,1
4.162859125,1,0,1,1,1,1,1,1
4.162860625,0,0,1,1,1,1,1,1
4.162862000,1,0,1,1,1,1,1,1
4.162863375,0,0,1,1,1,1,1,1
4.162864125,0,1,1,1,1,1,1,1
4.162864875,1,1,1,1,1,1,1,1
4.162866250,0,1,1,1,1,1,1,1
4.162867625,1,1,1,1,1,1,1,1
4.162869125,0,1,1,1,1,1,1,1
4.162870500,1,1,1,1,1,1,1,1
4.162871875,0,1,1,1,1,1,1,1
4.162873375,1,1,1,1,1,1,1,1
4.162874750,0,1,1,1,1,1,1,1
4.162875500,0,0,1,1,1,1,1,1
4.162876125,1,0,1,1,1,1,1,1
4.162877625,0,0,1,1,1,1,1,1
4.162879000,1,0,1,1,1,1,1,1
4.162880375,0,0,1,1,1,1,1,1
4.162881125,0,1,1,1,1,1,1,1
4.162881875,1,1,1,1,1,1,1,1
4.162883250,0,1,1,1,1,1,1,1
4.162884000,0,0,1,1,1,1,1,1
4.162884750,1,0,1,1,1,1,1,1
4.162886125,0,0,1,1,1,1,1,1
4.162887625,1,0,1,1,1,1,1,1
4.162889000,0,0,1,1,1,1,1,1
4.162890375,1,0,1,1,1,1,1,1
4.162891875,0,0,1,1,1,1,1,1
4.162892500,0,1,1,1,1,1,1,1
4.162893250,1,1,1,1,1,1,1,1
4.162894625,0,1,1,1,1,1,1,1
4.162895375,0,0,1,1,1,1,1,1
4.162896125,1,0,1,1,1,1,1,1
4.162897500,0,0,1,1,1,1,1,1
4.162898875,1,0,1,1,1,1,1,1
4.162900375,0,0,1,1,1,1,1,1
4.162901750,1,0,1,1,1,1,1,1
4.162903250,0,0,1,1,1,1,1,1
4.162903875,0,1,1,1,1,1,1,1
4.162904625,1,1,1,1,1,1,1,1
4.162906000,0,1,1,1,1,1,1,1
4.162907500,1,1,1,1,1,1,1,1
4.162908875,0,1,1,1,1,1,1,1
4.162909625,0,0,1,1,1,1,1,1
4.162910375,1,0,1,1,1,1,1,1
4.162911750,0,0,1,1,1,1,1,1
4.162913250,1,0,1,1,1,1,1,1
4.162914625,0,0,1,1,1,1,1,1
4.162916000,1,0,1,1,1,1,1,1
4.162917500,0,0,1,1,1,1,1,1
4.162918875,1,0,1,1,1,1,1,1
4.162920250,0,0,1,1,1,1,1,1
4.162921750,1,0,1,1,1,1,1,1
4.162923125,0,0,1,1,1,1,1,1
4.162923875,0,1,1,1,1,1,1,1
4.162924500,1,1,1,1,1,1,1,1
4.162926000,0,1,1,1,1,1,1,1
4.162927375,1,1,1,1,1,1,1,1
4.162928750,0,1,1,1,1,1,1,1
4.162929500,0,0,1,1,1,1,1,1
4.162930250,1,0,1,1,1,1,1,1
4.162931625,0,0,1,1,1,1,1,1
4.162932375,0,1,1,1,1,1,1,1
4.162933000,1,1,1,1,1,1,1,1
4.162934500,0,1,1,1,1,1,1,1
4.162935250,0,0,1,1,1,1,1,1
